id,Credit_Score,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,Age,NumberExistingCredits,NumberPeopleMaintenance,Telephone,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical
357,Bad,12,719,4,4,41,1,2,1,1,0,0,0,0,1,0,0
358,Good,9,1244,4,4,41,2,1,1,1,0,0,0,0,0,0,1
359,Bad,36,1842,4,4,34,1,1,0,1,1,0,0,0,1,0,0
360,Good,7,2576,2,2,35,1,1,1,1,0,1,0,0,1,0,0
361,Good,12,1424,3,4,55,1,1,0,1,0,0,1,0,1,0,0
362,Bad,15,1512,3,3,61,2,1,1,1,0,1,0,0,0,1,0
363,Good,36,11054,4,2,30,1,1,0,1,0,0,0,0,0,0,1
364,Good,6,518,3,1,29,1,1,1,1,0,0,0,0,1,0,0
365,Good,12,2759,2,4,34,2,1,1,1,0,0,0,0,0,0,0
366,Good,24,2679,4,1,29,1,1,0,1,0,0,0,0,1,0,0
367,Good,11,3905,2,2,36,2,2,1,1,1,0,0,0,0,0,1
368,Good,6,343,4,1,27,1,1,1,1,1,0,0,0,1,0,0
369,Good,18,4594,3,2,32,1,1,0,1,0,0,0,0,1,0,0
370,Good,15,1721,2,3,36,1,1,1,1,1,0,0,0,1,0,0
371,Good,12,3017,3,1,34,1,1,1,1,0,1,0,0,1,0,0
372,Good,12,754,4,4,38,2,1,1,1,0,1,0,0,1,0,0
373,Good,18,1950,4,1,34,2,1,0,1,0,0,0,0,1,0,0
374,Bad,24,1659,4,2,29,1,1,0,1,1,0,0,0,0,1,0
375,Good,48,7238,3,3,32,2,2,1,1,0,0,0,0,0,1,0
376,Good,33,2764,2,2,26,2,1,0,1,0,0,0,0,0,1,0
377,Bad,6,448,4,4,23,1,1,1,1,1,0,0,0,1,0,0
378,Bad,9,654,4,3,28,1,1,1,1,1,0,0,0,1,0,0
379,Bad,18,1245,4,2,33,1,1,1,1,0,1,0,0,0,0,1
380,Bad,18,3114,1,4,26,1,1,1,1,1,0,0,0,0,0,0
381,Good,39,2569,4,4,24,1,1,1,1,0,0,0,0,1,0,0
382,Good,24,5152,4,2,25,1,1,1,1,0,0,1,0,1,0,0
383,Good,12,1037,3,4,39,1,1,1,1,0,1,0,0,1,0,0
384,Good,15,1478,4,4,44,2,2,0,1,1,0,0,0,0,0,1
385,Good,30,3622,4,4,57,2,1,0,1,1,0,0,0,1,0,0
386,Good,15,960,3,2,30,2,1,1,1,0,0,0,0,0,1,0
387,Good,12,1163,4,4,44,1,1,0,1,0,0,0,0,0,0,1
388,Bad,6,1209,4,4,47,1,1,0,1,0,1,0,0,0,1,0
389,Good,12,3077,2,4,52,1,1,0,1,0,0,0,0,1,0,0
390,Good,24,3757,4,4,62,1,1,0,1,0,0,0,0,1,0,0
391,Good,10,1418,3,2,35,1,1,1,0,0,0,0,0,1,0,0
392,Good,6,3518,2,3,26,1,1,1,1,0,0,0,0,1,0,0
393,Good,12,1934,2,2,26,2,1,1,1,0,0,0,0,0,0,1
394,Bad,27,8318,2,4,42,2,1,0,1,0,1,0,0,0,0,0
395,Good,6,1237,1,1,27,2,1,1,1,0,0,0,0,0,0,1
396,Good,6,368,4,4,38,1,1,1,1,0,1,0,0,1,0,0
397,Good,12,2122,3,2,39,2,2,1,0,1,0,0,0,0,0,1
398,Bad,24,2996,2,4,20,1,1,1,1,1,0,0,0,1,0,0
399,Bad,36,9034,4,1,29,1,1,0,1,0,1,0,0,1,0,0
400,Good,24,1585,4,3,40,2,1,1,1,0,0,0,0,0,0,1
401,Good,18,1301,4,2,32,1,1,1,1,0,1,0,0,1,0,0
402,Bad,24,3123,4,1,27,1,1,1,1,1,0,0,0,1,0,0
403,Good,36,5493,2,4,42,1,2,1,1,1,0,0,0,1,0,0
404,Good,9,1126,2,4,49,1,1,1,1,0,0,1,0,1,0,0
405,Bad,24,1216,4,4,38,2,2,1,1,0,1,0,0,0,0,1
406,Bad,24,1207,4,4,24,1,1,1,1,1,0,0,0,1,0,0
407,Bad,10,1309,4,4,27,1,1,1,1,0,0,0,0,1,0,0
408,Good,15,2360,2,2,36,1,1,0,1,0,0,1,0,0,0,1
409,Bad,15,6850,1,2,34,1,2,0,1,0,1,0,1,0,0,0
410,Good,39,8588,4,2,45,1,1,0,1,0,0,0,0,1,0,0
411,Bad,12,759,4,2,26,1,1,1,1,1,0,0,0,1,0,0
412,Good,36,4686,2,2,32,1,1,0,1,0,0,0,0,1,0,0
413,Good,15,2687,2,4,26,1,1,0,1,0,0,1,0,1,0,0
414,Good,12,585,4,4,20,2,1,1,1,0,1,0,0,0,1,0
415,Good,6,609,4,3,37,2,1,1,0,1,0,0,0,0,0,1
416,Good,6,1203,3,2,43,1,1,0,1,1,0,0,0,1,0,0
417,Good,6,700,4,4,36,2,1,1,1,0,0,0,0,0,0,1
418,Good,24,5507,3,4,44,2,1,1,1,0,0,0,0,0,0,1
419,Bad,18,3190,2,2,24,1,1,1,1,1,0,0,0,1,0,0
420,Bad,48,7119,3,4,53,2,2,1,1,1,0,0,0,0,0,0
421,Good,24,3488,3,4,23,1,1,1,1,0,0,0,0,1,0,0
422,Good,18,1113,4,4,26,1,2,1,1,0,1,0,0,1,0,0
423,Good,26,7966,2,3,30,2,1,1,1,0,1,0,0,1,0,0
424,Good,15,1532,4,3,31,1,1,1,1,0,0,0,0,0,0,1
425,Good,4,1503,2,1,42,2,2,1,1,0,0,0,0,0,0,1
426,Bad,36,2302,4,4,31,1,1,1,1,1,0,0,0,1,0,0
427,Good,6,662,3,4,41,1,2,0,1,1,0,0,0,1,0,0
428,Good,36,2273,3,1,32,2,2,1,1,0,1,0,0,1,0,0
429,Bad,15,2631,2,4,28,2,1,0,1,0,1,0,0,1,0,0
430,Good,12,1503,4,4,41,1,1,1,1,0,0,0,0,0,1,0
431,Good,24,1311,4,3,26,1,1,0,1,0,0,0,0,1,0,0
432,Good,24,3105,4,2,25,2,1,1,1,0,0,0,0,1,0,0
433,Bad,21,2319,2,1,33,1,1,1,1,0,0,1,0,0,0,1
434,Good,18,3049,1,1,45,1,1,1,1,0,0,1,0,1,0,0
435,Bad,12,1534,1,1,23,1,1,1,1,0,1,0,0,1,0,0
436,Good,24,2032,4,4,60,2,1,0,1,0,0,0,0,0,1,0
437,Bad,30,6350,4,4,31,1,1,1,1,1,0,0,0,1,0,0
438,Bad,18,2864,2,1,34,1,2,1,1,0,0,1,0,1,0,0
439,Good,12,1255,4,4,61,2,1,1,1,0,0,0,0,0,0,1
440,Bad,24,1333,4,2,43,2,2,1,1,1,0,0,0,0,1,0
441,Good,24,2022,4,4,37,1,1,0,1,0,0,0,0,0,0,1
442,Good,24,1552,3,1,32,1,2,1,1,0,0,0,0,1,0,0
443,Bad,12,626,4,4,24,1,1,1,1,1,0,0,1,0,0,0
444,Good,48,8858,2,1,35,2,1,0,1,0,0,0,0,0,0,1
445,Good,12,996,4,4,23,2,1,1,1,0,0,0,0,0,0,1
446,Good,6,1750,2,4,45,1,2,1,1,0,0,0,1,0,0,0
447,Bad,48,6999,1,1,34,2,1,0,1,1,0,0,0,1,0,0
448,Good,9,1199,4,4,67,2,1,0,1,0,1,0,0,1,0,0
449,Bad,21,5003,1,4,29,2,1,0,1,0,0,0,0,0,0,0
450,Bad,24,3552,3,4,27,1,1,1,1,1,0,0,1,0,0,0
451,Bad,18,1928,2,2,31,2,1,1,1,0,1,0,0,0,0,1
452,Bad,24,1546,4,4,24,1,1,1,1,1,0,0,1,0,0,0
453,Good,6,683,2,1,29,1,1,1,1,0,0,1,0,0,1,0
454,Good,24,4712,4,2,37,2,1,0,1,0,1,0,0,0,1,0
455,Good,24,1553,3,2,23,2,1,0,1,0,1,0,0,0,1,0
456,Bad,12,1372,2,3,36,1,1,1,1,1,0,0,0,1,0,0
457,Good,48,3979,4,1,41,2,2,0,1,0,1,0,0,1,0,0
458,Bad,48,6758,3,2,31,1,1,0,1,1,0,0,0,1,0,0
459,Bad,24,3234,4,4,23,1,1,0,1,1,0,0,0,1,0,0
460,Good,30,5954,3,2,38,1,1,1,1,0,0,0,0,0,0,1
461,Good,24,5433,2,4,26,1,1,0,1,0,0,0,0,1,0,0
462,Good,15,806,4,4,22,1,1,1,1,1,0,0,0,1,0,0
463,Good,9,1082,4,4,27,2,1,1,1,0,1,0,0,1,0,0
464,Good,12,2930,2,1,27,1,1,1,1,0,1,0,0,1,0,0
465,Good,24,1927,3,2,33,2,1,0,1,0,0,0,0,0,0,1
466,Bad,36,2820,4,4,27,2,1,1,1,0,1,0,0,0,0,1
467,Good,24,937,4,3,27,2,1,1,1,0,0,0,0,1,0,0
468,Bad,18,1056,3,3,30,2,1,1,1,0,1,0,0,0,0,1
469,Good,9,1388,4,2,26,1,1,1,1,0,0,0,0,1,0,0
470,Bad,36,2384,4,1,33,1,1,1,1,0,1,0,0,1,0,0
471,Good,12,2133,4,4,52,1,1,0,1,0,0,0,0,1,0,0
472,Bad,18,2039,1,4,20,1,1,1,1,1,0,0,0,1,0,0
473,Good,12,1289,4,1,21,1,1,1,1,1,0,0,0,1,0,0
474,Bad,12,2246,3,3,60,2,1,1,1,1,0,0,0,0,0,1
475,Good,12,385,4,3,58,4,1,0,1,1,0,0,0,0,0,1
476,Good,24,1965,4,4,42,2,1,0,1,0,1,0,0,0,1,0
477,Good,21,1572,4,4,36,1,1,1,1,0,0,0,0,1,0,0
478,Bad,24,2718,3,4,20,1,1,0,1,0,1,0,0,1,0,0
479,Bad,6,931,1,1,32,1,1,1,1,0,1,0,1,0,0,0
480,Bad,24,1442,4,4,23,2,1,1,1,1,0,0,0,1,0,0
481,Bad,24,4241,1,4,36,3,1,0,1,0,1,0,0,0,0,0
482,Bad,18,2775,2,2,31,2,1,1,1,0,0,0,0,0,0,1
483,Good,24,3863,1,2,32,1,1,1,1,0,0,0,0,0,1,0
484,Good,7,2329,1,1,45,1,1,1,1,0,1,0,0,1,0,0
485,Bad,9,918,4,1,30,1,1,1,1,0,1,0,0,1,0,0
486,Bad,24,1837,4,4,34,1,1,1,1,0,1,0,1,0,0,0
487,Good,24,2828,4,4,22,1,1,0,1,1,0,0,1,0,0,0
488,Good,24,4526,3,2,74,1,1,0,1,0,0,0,0,0,0,1
489,Good,18,2051,4,1,33,1,1,1,1,0,0,0,0,1,0,0
490,Good,15,1300,4,4,45,1,2,1,1,0,0,0,0,1,0,0
491,Bad,10,1240,1,4,48,1,2,1,1,0,0,1,0,1,0,0
492,Good,21,3357,4,2,29,1,1,1,1,1,0,0,0,1,0,0
493,Good,24,3632,1,4,22,1,1,1,0,1,0,0,1,0,0,0
494,Bad,18,1808,4,1,22,1,1,1,1,0,0,0,0,0,1,0
495,Good,60,9157,2,2,27,1,1,1,1,0,1,0,0,0,1,0
496,Good,6,3676,1,3,37,3,2,1,1,1,0,0,0,0,0,1
497,Bad,30,3441,2,4,21,1,1,1,1,0,1,0,0,1,0,0
498,Bad,18,1530,3,2,32,2,1,1,1,0,0,0,0,0,0,1
499,Bad,48,3914,4,2,38,1,1,1,1,0,0,0,0,1,0,0
500,Bad,18,2600,4,4,65,2,1,1,1,1,0,0,0,1,0,0
501,Good,15,1979,4,2,35,1,1,1,1,0,0,0,0,1,0,0
502,Good,6,2116,2,2,41,1,1,0,1,0,0,1,0,1,0,0
503,Bad,9,1437,2,3,29,1,1,1,1,0,1,0,1,0,0,0
504,Good,42,4042,4,4,36,2,1,0,1,0,0,0,0,0,0,1
505,Good,9,3832,1,4,64,1,1,1,1,0,0,0,0,1,0,0
506,Good,15,1444,4,1,23,1,1,1,1,0,1,0,0,1,0,0
507,Bad,9,1980,2,2,19,2,1,1,1,0,0,0,0,1,0,0
508,Bad,24,1355,3,4,25,1,1,0,1,0,1,0,0,1,0,0
509,Good,12,1393,4,4,47,3,2,0,1,0,0,0,0,1,0,0
510,Good,24,1376,4,1,28,1,1,1,1,0,0,0,0,1,0,0
511,Good,60,15653,2,4,21,2,1,0,1,0,0,0,0,0,1,0
512,Good,12,1493,4,3,34,1,2,1,1,0,0,0,0,1,0,0
513,Bad,42,4370,3,2,26,2,2,0,1,1,0,0,0,0,1,0
514,Bad,18,750,4,1,27,1,1,1,1,1,0,0,0,1,0,0
515,Good,15,1308,4,4,38,2,1,1,1,0,1,0,0,1,0,0
516,Bad,15,4623,3,2,40,1,1,0,1,0,0,0,0,1,0,0
517,Good,24,1851,4,2,33,2,1,0,1,0,0,0,0,0,0,1
518,Good,18,1880,4,1,32,2,1,0,1,1,0,0,0,0,0,1
519,Bad,36,7980,4,4,27,2,1,0,1,0,0,0,0,0,1,0
520,Good,30,4583,2,2,32,2,1,1,1,1,0,0,0,0,0,0
521,Bad,12,1386,2,2,26,1,1,1,1,0,0,0,0,1,0,0
522,Bad,24,947,4,3,38,1,2,1,1,0,0,1,0,1,0,0
523,Good,48,7476,4,1,50,1,1,0,1,1,0,0,0,1,0,0
524,Bad,12,1922,4,2,37,1,1,1,1,0,1,0,0,1,0,0
525,Bad,24,2303,4,1,45,1,1,1,1,1,0,0,0,1,0,0
526,Bad,36,8086,2,4,42,4,1,0,1,0,1,0,0,0,1,0
527,Good,24,2346,4,3,35,2,1,0,1,0,0,0,0,0,0,1
528,Good,14,3973,1,4,22,1,1,1,1,1,0,0,0,1,0,0
529,Bad,12,888,4,4,41,1,2,1,1,0,1,0,0,1,0,0
530,Good,48,10222,4,3,37,1,1,0,1,0,0,0,0,1,0,0
531,Good,18,6361,2,1,41,1,1,0,1,0,1,0,0,0,0,1
532,Good,12,1297,3,4,23,1,1,1,1,0,0,1,0,1,0,0
533,Bad,12,900,4,2,23,1,1,1,1,1,0,0,0,1,0,0
534,Good,21,2241,4,2,50,2,1,1,1,0,0,0,0,1,0,0
535,Good,6,1050,4,1,35,2,1,0,1,0,1,0,0,0,1,0
536,Good,24,6314,4,2,27,2,1,0,1,0,0,0,0,0,0,1
537,Bad,12,4843,3,4,43,2,1,0,1,1,0,0,0,0,0,1
538,Good,30,3017,4,4,47,1,1,1,1,0,0,1,0,0,0,1
539,Good,24,4139,3,3,27,2,1,0,1,0,0,0,0,0,0,1
540,Good,36,5742,2,2,31,2,1,0,1,0,0,0,0,1,0,0
541,Good,60,10366,2,4,42,1,1,0,1,0,0,0,0,1,0,0
542,Good,6,2080,1,2,24,1,1,1,1,0,0,0,0,0,0,1
543,Bad,21,2580,4,2,41,1,2,1,1,0,0,0,0,0,1,0
544,Good,30,4530,4,4,26,1,1,0,1,0,0,0,0,0,0,1
545,Good,24,5150,4,4,33,1,1,0,1,0,0,0,0,0,0,1
546,Bad,72,5595,2,2,24,1,1,1,1,0,1,0,0,1,0,0
547,Good,24,2384,4,4,64,1,1,1,1,1,0,0,0,1,0,0
548,Good,18,1453,3,1,26,1,1,1,1,0,0,0,0,1,0,0
549,Good,6,1538,1,2,56,1,1,1,1,0,0,0,0,1,0,0
550,Good,12,2279,4,4,37,1,1,0,1,0,0,0,0,1,0,0
551,Good,15,1478,4,3,33,2,1,1,1,0,0,0,0,0,1,0
552,Good,24,5103,3,3,47,3,1,0,1,0,0,0,0,0,0,1
553,Good,36,9857,1,3,31,2,2,0,1,0,1,0,0,0,1,0
554,Good,60,6527,4,4,34,1,2,0,1,0,0,0,0,1,0,0
555,Good,12,3651,1,3,31,1,2,1,1,1,0,0,0,1,0,0
556,Good,15,975,2,3,25,2,1,1,1,1,0,0,0,0,0,1
557,Good,15,2631,3,2,25,1,1,1,1,0,1,0,0,1,0,0
558,Good,24,2896,2,1,29,1,1,1,1,0,1,0,0,1,0,0
559,Good,6,4716,1,3,44,2,2,1,1,1,0,0,0,0,0,1
560,Good,24,2284,4,2,28,1,1,0,1,0,0,0,0,1,0,0
561,Good,6,1236,2,4,50,1,1,1,1,0,0,0,0,1,0,0
562,Good,12,1103,4,3,29,2,1,1,0,0,1,0,0,1,0,0
563,Good,12,926,1,2,38,1,1,1,1,0,0,0,0,0,0,1
564,Good,18,1800,4,2,24,2,1,1,1,0,0,0,0,0,0,1
565,Good,15,1905,4,4,40,1,1,0,1,0,0,1,0,1,0,0
566,Bad,12,1123,4,4,29,1,1,1,1,0,0,0,0,1,0,0
567,Bad,48,6331,4,4,46,2,1,0,1,1,0,0,0,0,0,1
568,Good,24,1377,4,2,47,1,1,0,1,0,0,1,0,1,0,0
569,Good,27,2528,4,1,32,1,2,0,1,0,1,0,0,1,0,0
570,Bad,12,2969,4,3,25,2,1,1,1,0,1,0,0,0,0,0
571,Good,9,1206,4,4,25,1,1,1,1,0,1,0,0,1,0,0
572,Good,9,2118,2,2,37,1,2,1,1,0,1,0,0,1,0,0
573,Bad,6,1198,4,4,35,1,1,1,1,1,0,0,1,0,0,0
574,Good,21,2476,4,4,46,1,1,0,1,0,0,0,0,1,0,0
575,Bad,60,14027,4,2,27,1,1,0,1,0,1,0,0,1,0,0
576,Good,30,7596,1,4,63,2,1,1,1,0,0,0,0,0,0,1
577,Good,30,3077,3,2,40,2,2,0,1,0,0,0,0,0,0,1
578,Good,24,3148,3,2,31,2,1,0,1,0,0,1,0,0,0,1
579,Good,20,6148,3,4,31,2,1,0,1,0,1,0,0,0,0,0
580,Bad,9,1337,4,2,34,2,1,0,1,0,0,1,0,0,0,0
581,Bad,6,433,4,2,24,1,2,1,1,0,1,0,1,0,0,0
582,Bad,12,1228,4,2,24,1,1,1,1,1,0,0,0,1,0,0
583,Good,9,790,4,3,66,1,1,1,1,0,1,0,0,1,0,0
584,Bad,27,2570,3,3,21,1,1,1,1,0,0,0,0,1,0,0
585,Good,15,1316,2,2,47,2,1,1,1,0,0,0,0,0,0,1
586,Bad,18,1882,4,4,25,2,1,1,1,1,0,0,0,1,0,0
587,Bad,48,6416,4,3,59,1,1,1,1,0,1,0,1,0,0,0
588,Good,24,1275,2,4,36,2,1,0,1,0,0,1,0,0,0,1
589,Good,24,6403,1,2,33,1,1,1,1,0,1,0,0,0,1,0
590,Good,8,760,4,2,44,1,1,1,1,0,1,0,0,1,0,0
591,Good,24,2603,2,4,28,1,1,0,1,0,0,0,0,1,0,0
592,Good,4,3380,1,1,37,1,2,1,1,0,0,0,0,0,0,1
593,Good,36,3990,3,2,29,1,1,1,1,0,1,0,1,0,0,0
594,Good,18,4380,3,4,35,1,2,0,1,1,0,0,0,1,0,0
595,Bad,30,4280,4,4,26,2,1,1,1,0,1,0,0,0,0,0
596,Good,24,2325,2,3,32,1,1,1,1,1,0,0,1,0,0,0
597,Good,10,1048,4,4,23,1,1,1,1,0,1,0,1,0,0,0
598,Good,21,3160,4,3,41,1,1,0,1,0,0,0,0,1,0,0
599,Good,24,2483,4,4,22,1,1,0,1,1,0,0,1,0,0,0
600,Good,13,1797,3,1,28,2,1,1,1,1,0,0,0,0,0,1
601,Good,15,2511,1,4,23,1,1,1,1,1,0,0,0,1,0,0
602,Bad,12,1274,3,1,37,1,1,1,1,1,0,0,0,1,0,0
603,Good,21,5248,1,3,26,1,1,1,1,0,0,0,0,1,0,0
604,Good,15,3029,2,2,33,1,1,1,1,0,0,0,0,1,0,0
605,Good,6,428,2,1,49,1,1,0,1,1,0,0,0,1,0,0
606,Bad,18,976,1,2,23,1,1,1,1,1,0,0,0,1,0,0
607,Good,12,841,2,4,23,1,1,1,1,0,1,0,0,1,0,0
608,Bad,24,1285,4,4,32,1,1,1,1,1,0,0,0,1,0,0
609,Good,6,1299,1,1,74,3,2,1,0,0,0,1,0,0,0,1
610,Good,24,1393,2,2,31,1,1,0,1,0,0,0,0,1,0,0
611,Bad,12,691,4,3,35,2,1,1,1,1,0,0,0,0,0,1
612,Bad,18,2124,4,4,24,2,1,1,1,1,0,0,0,0,0,1
613,Good,12,2214,4,3,24,1,1,1,1,1,0,0,0,1,0,0
614,Bad,21,12680,4,4,30,1,1,0,1,0,0,0,0,0,0,1
615,Good,24,2463,4,3,27,2,1,0,1,0,0,0,0,0,0,1
616,Bad,30,3108,2,4,31,1,1,1,1,1,0,0,0,1,0,0
617,Good,10,2901,1,4,31,1,1,1,1,0,0,0,0,1,0,0
618,Good,12,3617,1,4,28,3,1,0,1,0,1,0,0,0,0,1
619,Bad,36,8065,3,2,25,2,1,0,1,1,0,0,0,0,0,1
620,Good,21,3275,1,4,36,1,1,0,1,0,0,0,0,0,0,1
621,Good,12,1480,2,4,66,3,1,1,1,0,0,1,0,0,0,1
622,Bad,24,1371,4,4,25,1,1,1,1,1,0,0,0,1,0,0
623,Good,36,3535,4,4,37,2,1,0,1,0,0,0,0,0,0,1
624,Good,18,3509,4,1,25,1,1,1,1,1,0,0,0,1,0,0
625,Good,36,5711,4,2,38,2,1,0,1,0,0,0,0,0,0,1
626,Good,18,3872,2,4,67,1,1,0,1,0,1,0,0,1,0,0
627,Good,12,1410,2,2,31,1,1,0,1,0,1,0,0,0,0,0
628,Bad,12,836,4,2,23,1,1,1,1,0,1,0,0,1,0,0
629,Good,20,6468,1,4,60,1,1,0,1,0,1,0,0,1,0,0
630,Good,18,1941,4,2,35,1,1,0,1,0,1,0,0,1,0,0
631,Good,22,2675,3,4,40,1,1,1,1,0,0,0,0,1,0,0
632,Good,48,2751,4,3,38,2,2,0,1,0,0,0,0,0,0,1
633,Bad,48,6224,4,4,50,1,1,1,1,0,1,0,0,0,1,0
634,Bad,40,5998,4,3,27,1,1,0,1,1,0,0,0,0,0,1
635,Bad,21,1188,2,4,39,1,2,1,1,0,1,0,0,1,0,0
636,Good,24,6313,3,4,41,1,2,0,1,0,0,0,0,1,0,0
637,Good,6,1221,1,2,27,2,1,1,1,0,0,0,0,0,0,1
638,Good,24,2892,3,4,51,1,1,1,1,0,0,1,0,1,0,0
639,Good,24,3062,4,3,32,1,1,0,1,0,0,0,0,1,0,0
640,Good,9,2301,2,4,22,1,1,1,1,0,0,0,0,1,0,0
641,Bad,18,7511,1,4,51,1,2,0,1,1,0,0,0,1,0,0
642,Good,12,1258,2,4,22,2,1,1,1,0,0,0,0,0,0,1
643,Good,24,717,4,4,54,2,1,0,1,0,0,0,0,0,1,0
644,Good,24,1597,4,4,54,2,2,1,1,0,0,0,0,0,0,1
645,Good,18,1795,3,4,48,2,1,0,1,0,1,0,0,0,0,1
646,Good,20,4272,1,4,24,2,1,1,1,1,0,0,0,0,0,1
647,Good,12,976,4,4,35,2,1,1,1,0,0,0,0,0,0,1
648,Good,12,7472,1,2,24,1,1,1,1,0,1,0,0,1,0,0
649,Bad,36,9271,2,1,24,1,1,0,1,1,0,0,0,1,0,0
650,Good,6,590,3,3,26,1,1,1,0,0,1,0,0,1,0,0
651,Good,12,930,4,4,65,4,1,1,1,0,0,0,0,0,0,1
652,Bad,15,1778,2,1,26,2,1,1,1,0,1,0,0,0,0,0
653,Good,8,907,3,2,26,1,1,0,1,0,1,0,0,1,0,0
654,Good,6,484,3,3,28,1,1,1,1,0,1,0,0,1,0,0
655,Bad,36,9629,4,4,24,2,1,0,1,1,0,0,0,0,0,1
656,Bad,48,3051,3,4,54,1,1,1,1,1,0,0,0,1,0,0
657,Good,36,7432,2,2,54,1,1,1,1,0,1,0,0,0,1,0
658,Good,36,15857,2,3,43,1,1,1,1,1,0,0,0,1,0,0
659,Bad,18,1345,4,3,26,1,1,1,1,1,0,0,0,1,0,0
660,Good,12,1101,3,2,27,2,1,0,1,0,0,0,0,1,0,0
661,Good,12,3016,3,1,24,1,1,1,1,0,0,1,0,1,0,0
662,Bad,36,2712,2,2,41,1,2,1,1,1,0,0,0,1,0,0
663,Good,8,731,4,4,47,2,1,1,1,1,0,0,0,0,0,1
664,Good,18,3780,3,2,35,2,1,0,1,0,0,0,0,0,0,1
665,Good,21,1602,4,3,30,2,1,0,1,1,0,0,0,0,0,1
666,Bad,18,3966,1,4,33,3,1,0,1,1,0,0,0,0,0,1
667,Bad,18,4165,2,2,36,2,2,1,1,0,0,0,0,0,0,0
668,Bad,36,8335,3,4,47,1,1,1,1,1,0,0,0,1,0,0
669,Good,48,6681,4,4,38,1,2,0,1,0,1,0,0,0,1,0
670,Good,24,2375,4,2,44,2,2,0,1,0,0,0,0,0,1,0
671,Bad,18,1216,4,3,23,1,1,0,1,1,0,0,0,1,0,0
672,Bad,45,11816,2,4,29,2,1,1,1,1,0,0,0,0,0,0
673,Good,24,5084,2,4,42,1,1,0,1,0,1,0,0,1,0,0
674,Bad,15,2327,2,3,25,1,1,1,1,0,0,1,0,1,0,0
675,Bad,12,1082,4,4,48,2,1,1,1,1,0,0,0,0,0,0
676,Good,24,2611,4,3,46,2,1,1,1,0,0,0,0,0,0,1
677,Bad,36,5179,4,2,29,1,1,1,1,1,0,0,0,1,0,0
678,Good,21,2993,3,2,28,2,1,1,1,0,0,0,0,0,1,0
679,Bad,18,1943,4,4,23,1,1,1,1,0,0,0,0,1,0,0
680,Good,24,1559,4,4,50,1,1,0,1,0,0,0,1,0,0,0
681,Good,18,3422,4,4,47,3,2,0,1,0,0,0,0,1,0,0
682,Good,21,3976,2,3,35,1,1,0,1,0,1,0,0,1,0,0
683,Bad,18,6761,2,4,68,2,1,1,1,0,0,0,0,1,0,0
684,Good,24,1249,4,2,28,1,1,1,1,0,0,0,0,1,0,0
685,Good,9,1364,3,4,59,1,1,1,1,1,0,0,0,1,0,0
686,Bad,12,709,4,4,57,1,1,1,1,1,0,0,0,1,0,0
687,Bad,20,2235,4,2,33,2,1,1,0,1,0,0,0,0,0,1
688,Good,24,4042,3,4,43,2,1,0,1,0,0,0,0,0,0,1
689,Good,15,1471,4,4,35,2,1,0,1,0,0,0,0,0,0,1
690,Good,36,10875,2,2,45,2,2,0,1,0,0,0,0,0,1,0
691,Good,15,3343,4,2,28,1,1,0,1,0,0,0,0,0,0,1
692,Bad,15,3959,3,2,29,1,1,0,1,1,0,0,0,1,0,0
693,Good,9,3577,1,2,26,1,2,1,0,0,0,0,0,1,0,0
694,Bad,18,2169,4,2,28,1,1,0,1,0,0,0,0,0,1,0
695,Bad,24,2439,4,4,35,1,1,0,1,1,0,0,0,1,0,0
696,Bad,10,2210,2,2,25,1,1,1,1,0,0,0,0,1,0,0
697,Good,15,2221,2,4,20,1,1,1,1,0,0,0,0,1,0,0
698,Good,18,2389,4,1,27,1,1,1,1,1,0,0,0,1,0,0
699,Good,36,7409,3,2,37,2,1,1,1,0,0,0,0,1,0,0
700,Good,12,652,4,4,24,1,1,1,1,1,0,0,0,1,0,0
701,Good,36,7678,2,4,40,2,1,0,1,0,0,0,0,0,1,0
702,Good,6,1343,1,4,46,2,2,1,0,0,0,1,0,0,0,1
703,Good,24,1382,4,1,26,2,1,0,1,1,0,0,0,0,0,1
704,Good,15,874,4,1,24,1,1,1,1,0,0,0,0,1,0,0
705,Good,12,3590,2,2,29,1,2,1,1,1,0,0,0,1,0,0
706,Good,18,1940,3,4,36,1,1,0,1,1,0,0,1,0,0,0
707,Good,36,3595,4,2,28,1,1,1,1,0,0,0,0,1,0,0
708,Bad,9,1422,3,2,27,1,1,0,1,1,0,0,0,1,0,0
709,Good,30,6742,2,3,36,2,1,1,1,0,0,0,0,0,0,1
710,Good,24,7814,3,3,38,1,1,0,1,0,0,0,0,1,0,0
711,Good,30,2181,4,4,36,2,1,1,1,0,1,0,0,0,0,1
712,Good,18,1098,4,4,65,2,1,1,1,0,0,0,0,0,0,1
713,Bad,24,4057,3,3,43,1,1,0,1,0,1,0,0,1,0,0
714,Bad,12,795,4,4,53,1,1,1,1,1,0,0,0,1,0,0
715,Bad,48,15672,2,2,23,1,1,0,1,0,1,0,0,1,0,0
716,Good,28,7824,3,4,40,2,2,0,1,0,0,0,1,0,0,0
717,Good,27,2442,4,4,43,4,2,0,1,1,0,0,0,0,0,1
